"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2017","St. Francis NY",68.6091,226,67.0721,225,88.7609,348,87.9622,350,107.543,260,112.078,308,-24.1163,346
"2017","St. Francis PA",70.9544,98,70.2213,71,103.976,163,102.155,216,104.67,196,109.762,276,-7.60721,254
"2017","St. John's",73.9333,24,73.2237,11,104.137,160,108.979,90,106.412,236,102.719,130,6.25928,99
"2017","Stanford",69.2415,188,68.2942,171,99.67,252,104.793,161,102.997,161,98.8776,65,5.91496,102
"2017","Stephen F. Austin",68.4343,235,66.2185,264,98.0289,283,96.7438,308,99.9832,76,102.926,135,-6.18235,233
"2017","Stetson",74.5255,13,72.3344,22,101.122,224,100.926,243,112.851,333,115.374,334,-14.4483,319
"2017","Stony Brook",66.9305,289,65.8206,280,103.519,172,101.813,223,102.94,158,105.913,196,-4.09922,214
"2017","Syracuse",67.9078,253,66.7277,245,111.564,33,115.633,30,103.857,180,102.326,118,13.307,55
"2017","TCU",68.1236,248,67.0124,230,108.516,72,114.497,37,101.994,134,96.9882,50,17.5089,29
"2017","Temple",67.8472,256,67.0307,229,103.247,176,108.3,105,103.872,181,104.365,168,3.93527,118
"2017","Tennessee",71.3506,82,69.3013,100,103.286,175,110.088,73,101.41,123,97.4665,56,12.6211,57
"2017","Tennessee Martin",69.4556,179,67.4725,215,107.871,85,106.718,132,108.504,279,110.637,291,-3.91913,210
"2017","Tennessee St.",68.4361,234,66.9308,237,100.603,233,100.276,253,98.4247,50,99.6835,74,0.592267,160
"2017","Tennessee Tech",69.9928,147,68.2208,174,100.199,242,98.9413,272,105.195,212,106.97,217,-8.02833,257
"2017","Texas",68.5314,230,67.505,212,97.8613,289,104.197,177,100.697,101,93.6946,21,10.502,70
"2017","Texas A&M",66.8153,291,64.4575,312,104.924,143,108.759,95,101.379,121,97.2742,54,11.4843,64
"2017","Texas A&M Corpus Chris",69.8,158,68.6948,134,104.518,153,102.866,203,100.926,109,103.36,147,-0.493723,177
"2017","Texas Southern",69.5673,172,68.5638,145,105.932,120,103.498,189,103.632,173,107.54,228,-4.04149,212
"2017","Texas St.",63.8833,343,62.2355,345,102.156,197,101.356,233,99.0151,60,101.724,105,-0.368068,174
"2017","Texas Tech",66.0026,312,63.7199,327,109.432,56,112.557,47,100.149,84,97.4461,55,15.1109,41
"2017","The Citadel",80.6715,2,79.6689,2,104.44,156,105.524,150,116.082,346,116.55,340,-11.0263,288
"2017","Toledo",69.103,201,66.309,263,108.953,62,108.776,94,105.93,224,106.09,202,2.68553,128
"2017","Towson",68.7238,220,67.8455,196,105.278,141,105.493,151,100.828,106,101.272,100,4.22058,116
"2017","Troy",69.1477,196,68.062,183,108.941,63,109.708,78,104.817,201,107.666,232,2.04214,137
"2017","Tulane",71.1303,88,70.3567,64,97.8711,288,102.637,208,109.301,299,109.214,265,-6.57694,241
"2017","Tulsa",67.8135,260,68.1192,181,99.0904,259,104.343,173,103.545,171,102.903,134,1.44058,144
"2017","UAB",67.7379,262,65.9987,275,103.929,165,103.864,187,103.415,169,106.381,207,-2.51762,196
"2017","UC Davis",69.8652,154,68.8649,122,97.892,285,97.8128,293,98.5394,53,102.225,115,-4.41189,218
"2017","UC Irvine",67.0136,286,66.4374,258,101.506,212,101.866,220,97.4826,41,100.006,82,1.86049,139
"2017","UC Riverside",68.9647,209,67.7923,199,92.1141,342,92.2393,339,102.8,155,105.871,195,-13.6317,311
"2017","UC Santa Barbara",66.3465,302,63.9869,324,90.4772,346,91.2885,343,107.177,250,109.124,260,-17.8353,331
"2017","UCF",66.1584,309,65.9569,277,100.785,231,104.148,180,92.5151,7,93.2334,18,10.9147,68
"2017","UCLA",74.1583,20,72.5282,20,121.09,1,124.038,2,102.328,144,100.406,84,23.6321,16
"2017","UMass Lowell",72.8256,38,71.6604,31,105.562,131,104.319,175,110.862,324,115.812,338,-11.4926,295
"2017","UMBC",71.4406,76,70.9429,52,109.608,54,107.87,108,106.863,244,110.838,295,-2.96766,201
"2017","UMKC",73.8906,26,70.6545,56,101.453,215,103.019,197,106.885,246,107.438,224,-4.41958,219
"2017","UNC Asheville",68.7748,217,68.201,176,108.453,76,107.401,119,98.774,57,102.56,123,4.84169,110
"2017","UNC Greensboro",67.8605,255,66.8202,239,107.559,88,107.719,113,103.787,179,104.533,173,3.18575,121
"2017","UNC Wilmington",70.078,138,70.3397,65,117.802,2,118.04,19,105.581,218,105.582,193,12.4574,59
"2017","UNLV",70.4156,120,68.3107,169,96.3072,314,98.2625,287,105.664,220,105.279,187,-7.01679,248
"2017","USC",70.091,136,68.6872,135,111.407,35,114.151,38,104.064,185,100.695,91,13.4558,53
"2017","USC Upstate",70.4911,115,68.3168,168,106.119,117,104.206,176,109.35,300,111.088,301,-6.88281,244
"2017","UT Arlington",71.2621,83,70.5754,59,108.485,74,110.664,68,99.2112,63,100.865,94,9.7991,75
"2017","UT Rio Grande Valley",75.9431,6,73.8858,8,99.0596,261,100.921,244,109.236,297,112.942,318,-12.0209,300
"2017","Utah",69.7057,165,68.6062,141,110.688,42,113.52,40,99.2119,64,99.3224,71,14.1977,47
"2017","Utah St.",68.7137,222,66.4878,257,103.908,167,106.833,129,103.93,183,104.413,169,2.41976,130
"2017","Utah Valley",75.2579,10,72.9068,13,99.0461,263,101,240,97.5139,42,99.7459,75,1.25381,147
"2017","UTEP",67.659,264,66.1716,267,99.9639,245,99.7432,265,100.583,96,102.677,127,-2.93339,200
"2017","UTSA",69.0823,202,67.9778,187,94.1633,329,95.4215,323,100.233,86,102.674,126,-7.25233,251
"2017","Valparaiso",69.616,168,67.1571,219,105.734,125,106.305,139,97.9123,45,100.487,88,5.81721,104
"2017","Vanderbilt",67.1435,283,65.7457,284,105.785,124,112.417,49,100.959,111,95.8915,37,16.5251,33
"2017","VCU",68.9787,208,68.7109,133,106.77,101,110.117,72,95.6341,23,96.0459,40,14.0715,48
"2017","Vermont",65.2919,323,64.4301,315,112.533,23,111.043,64,97.0051,38,99.377,73,11.6662,63
"2017","Villanova",65.5396,321,64.0059,323,117.674,4,122.418,3,95.9647,24,92.5347,12,29.8834,2
"2017","Virginia",60.2515,351,59.0831,351,108.035,84,112.236,50,92.1125,4,87.9423,2,24.2936,12
"2017","Virginia Tech",69.7602,161,68.3597,164,112.59,22,117.36,21,106.937,247,103.563,156,13.7978,50
"2017","VMI",69.9737,148,69.0002,112,97.2221,298,97.5854,296,114.983,341,113.846,323,-16.2606,328
"2017","Wagner",64.8006,332,62.8829,340,102.711,179,101.033,239,101.246,117,108.025,239,-6.99198,247
"2017","Wake Forest",71.7061,66,70.6014,58,115.469,12,120.895,7,109.726,305,104.649,176,16.2458,36
"2017","Washington",72.7984,39,70.9737,51,104.442,155,107.777,110,111.126,325,107.44,225,0.336937,163
"2017","Washington St.",69.2563,187,67.6013,205,100.446,236,104.397,170,110.285,319,106.117,204,-1.72066,193
"2017","Weber St.",68.919,213,66.9219,238,110.675,43,108.467,101,106.654,239,109.007,256,-0.539484,179
"2017","West Virginia",71.4009,80,69.8772,83,111.906,30,116.536,26,92.3219,5,89.3655,4,27.1704,7
"2017","Western Carolina",68.9558,210,66.726,246,86.5294,351,90.0174,348,107.539,257,105.126,183,-15.1085,322
"2017","Western Illinois",70.6065,110,68.7527,131,97.2351,297,97.1187,300,109.077,293,108.874,253,-11.7553,297
"2017","Western Kentucky",67.4516,270,65.7851,282,102.491,187,102.968,199,106.88,245,109.12,259,-6.15133,232
"2017","Western Michigan",70.1116,135,67.7964,198,106.811,100,107.131,124,106.834,243,106.771,213,0.359248,162
"2017","Wichita St.",69.2661,186,67.9455,191,116.593,7,118.712,13,90.5399,2,92.569,13,26.1427,8
"2017","William & Mary",71.4706,75,70.9137,53,111.223,38,111.962,52,110.038,312,109.685,273,2.27705,133
"2017","Winthrop",71.2349,86,71.0594,47,108.243,77,106.149,144,97.3156,40,101.624,103,4.52452,113
"2017","Wisconsin",64.4294,339,63.3641,334,110.868,41,115.055,33,95.5393,22,92.0662,9,22.9883,21
"2017","Wofford",67.8813,254,66.7039,249,108.469,75,109.878,75,108.453,278,108.343,245,1.53509,142
"2017","Wright St.",71.3732,81,68.942,117,105.352,136,106.556,136,103.362,166,106.227,205,0.329247,164
"2017","Wyoming",74.0532,21,72.8613,14,103.912,166,104.783,162,100.676,100,101.998,110,2.78567,127
"2017","Xavier",68.1924,245,67.0748,224,109.137,60,115.773,29,104.26,191,99.0774,68,16.6952,31
"2017","Yale",68.2454,243,68.1322,180,106.163,116,106.181,141,103.44,170,105.166,185,1.01541,151
"2017","Youngstown St.",73.6162,28,71.6618,30,100.806,230,102.646,207,110.417,322,112.932,317,-10.2865,282
